addr_state,issue_d,unemp,unemp_LSFT
CO,08/15/13,0.065,-0.000637363
CO,09/15/13,0.061,-0.000857143
CO,10/15/13,0.061,-0.001181319
CO,11/15/13,0.06,-0.001478022
CO,12/15/13,0.059,-0.001703297
CO,01/15/14,0.064,-0.001648352
CO,02/15/14,0.063,-0.001340659
CO,03/15/14,0.061,-0.001082418
CO,04/15/14,0.054,-0.001076923
CO,05/15/14,0.049,-0.001313187
CO,06/15/14,0.051,-0.001445055
CO,07/15/14,0.048,-0.00139011
CO,08/15/14,0.046,-0.001456044
CO,09/15/14,0.041,-0.001681319
CO,10/15/14,0.04,-0.001961538
CO,11/15/14,0.041,-0.002093407
CO,12/15/14,0.042,-0.002120879
CO,01/15/15,0.048,-0.00189011
CO,02/15/15,0.047,-0.00143956
CO,03/15/15,0.046,-0.000967033
CO,04/15/15,0.04,-0.000675824
CO,05/15/15,0.04,-0.000538462
CO,06/15/15,0.042,-0.000450549
CO,07/15/15,0.039,-0.000346154
CO,08/15/15,0.035,-0.000423077
CO,09/15/15,0.032,-0.000604396
CO,10/15/15,0.032,-0.000901099
CO,11/15/15,0.033,-0.001153846
CO,12/15/15,0.033,-0.00132967
CO,01/15/16,0.032,-0.001456044
CO,02/15/16,0.033,-0.001263736
CO,03/15/16,0.035,-0.000961538
CO,04/15/16,0.035,-0.000631868
CO,05/15/16,0.036,-0.00043956
CO,06/15/16,0.04,-9.34E-05
CT,01/15/06,0.05,
CT,02/15/06,0.048,
CT,03/15/06,0.045,
CT,04/15/06,0.04,
CT,05/15/06,0.042,
CT,06/15/06,0.044,
CT,07/15/06,0.047,
CT,08/15/06,0.046,
CT,09/15/06,0.042,
CT,10/15/06,0.039,
CT,11/15/06,0.04,
CT,12/15/06,0.037,
CT,01/15/07,0.048,-0.000483516
CT,02/15/07,0.047,-0.000131868
CT,03/15/07,0.044,6.04E-05
CT,04/15/07,0.04,2.75E-05
CT,05/15/07,0.042,-0.000104396
CT,06/15/07,0.045,-7.14E-05
CT,07/15/07,0.048,0.000120879
CT,08/15/07,0.046,0.000340659
CT,09/15/07,0.044,0.000461538
CT,10/15/07,0.044,0.00043956
CT,11/15/07,0.045,0.000324176
CT,12/15/07,0.044,0.000181319
CT,01/15/08,0.054,0.000230769
CT,02/15/08,0.054,0.00060989
CT,03/15/08,0.053,0.000884615
CT,04/15/08,0.048,0.000846154
CT,05/15/08,0.053,0.000796703
CT,06/15/08,0.056,0.000851648
CT,07/15/08,0.06,0.001076923
CT,08/15/08,0.062,0.001401099
CT,09/15/08,0.06,0.001505495
CT,10/15/08,0.06,0.001456044
CT,11/15/08,0.061,0.001351648
CT,12/15/08,0.061,0.001192308
CT,01/15/09,0.073,0.001302198
CT,02/15/09,0.075,0.001703297
CT,03/15/09,0.075,0.001989011
CT,04/15/09,0.074,0.002087912
CT,05/15/09,0.076,0.001945055
CT,06/15/09,0.08,0.001972527
CT,07/15/09,0.083,0.002065934
CT,08/15/09,0.084,0.002197802
CT,09/15/09,0.083,0.002241758
CT,10/15/09,0.083,0.002093407
CT,11/15/09,0.083,0.001818681
CT,12/15/09,0.083,0.001456044
CT,01/15/10,0.095,0.001368132
CT,02/15/10,0.095,0.001554945
CT,03/15/10,0.092,0.001598901
CT,04/15/10,0.089,0.001450549
CT,05/15/10,0.089,0.001186813
CT,06/15/10,0.091,0.000983516
CT,07/15/10,0.093,0.000917582
CT,08/15/10,0.093,0.000895604
CT,09/15/10,0.09,0.000758242
CT,10/15/10,0.089,0.000516484
CT,11/15/10,0.09,0.000274725
CT,12/15/10,0.087,-0.000104396
CT,01/15/11,0.098,-0.000142857
CT,02/15/11,0.096,0.000131868
CT,03/15/11,0.093,0.000302198
CT,04/15/11,0.088,0.000203297
CT,05/15/11,0.089,4.40E-05
CT,06/15/11,0.09,-8.24E-05
CT,07/15/11,0.091,-0.000104396
CT,08/15/11,0.089,-0.000115385
CT,09/15/11,0.084,-0.000269231
CT,10/15/11,0.082,-0.000554945
CT,11/15/11,0.08,-0.000901099
CT,12/15/11,0.077,-0.001258242
CT,01/15/12,0.087,-0.00132967
CT,02/15/12,0.086,-0.001010989
CT,03/15/12,0.085,-0.000736264
CT,04/15/12,0.081,-0.000648352
CT,05/15/12,0.083,-0.000620879
CT,06/15/12,0.086,-0.000428571
CT,07/15/12,0.089,-8.24E-05
CT,08/15/12,0.088,0.000274725
CT,09/15/12,0.082,0.000373626
CT,10/15/12,0.081,0.000285714
CT,11/15/12,0.079,7.14E-05
CT,12/15/12,0.076,-0.000302198
CT,01/15/13,0.086,-0.00043956
CT,02/15/13,0.085,-0.000274725
CT,03/15/13,0.081,-0.000269231
CT,04/15/13,0.076,-0.00043956
CT,05/15/13,0.078,-0.000648352
CT,06/15/13,0.079,-0.000730769
CT,07/15/13,0.081,-0.00060989
CT,08/15/13,0.079,-0.000412088
CT,09/15/13,0.074,-0.000362637
CT,10/15/13,0.073,-0.0005
CT,11/15/13,0.069,-0.000758242
CT,12/15/13,0.067,-0.001093407
CT,01/15/14,0.075,-0.001214286
CT,02/15/14,0.075,-0.000945055
CT,03/15/14,0.073,-0.00071978
CT,04/15/14,0.064,-0.000879121
CT,05/15/14,0.066,-0.001071429
CT,06/15/14,0.066,-0.001131868
CT,07/15/14,0.069,-0.000989011
CT,08/15/14,0.067,-0.00078022
CT,09/15/14,0.062,-0.000736264
CT,10/15/14,0.061,-0.000824176
CT,11/15/14,0.06,-0.000912088
CT,12/15/14,0.056,-0.001214286
CT,01/15/15,0.066,-0.001192308
CT,02/15/15,0.065,-0.00089011
CT,03/15/15,0.061,-0.000664835
CT,04/15/15,0.057,-0.000571429
CT,05/15/15,0.056,-0.000769231
CT,06/15/15,0.056,-0.000846154
CT,07/15/15,0.058,-0.000802198
CT,08/15/15,0.056,-0.000664835
CT,09/15/15,0.051,-0.000697802
CT,10/15/15,0.05,-0.000868132
CT,11/15/15,0.05,-0.001010989
CT,12/15/15,0.049,-0.001164835
CT,01/15/16,0.06,-0.001049451
CT,02/15/16,0.06,-0.000571429
CT,03/15/16,0.062,-3.30E-05
CT,04/15/16,0.056,0.00017033
CT,05/15/16,0.054,0.000181319
CT,06/15/16,0.059,0.000335165
DE,01/15/06,0.044,
DE,02/15/06,0.043,
DE,03/15/06,0.039,
DE,04/15/06,0.035,
DE,05/15/06,0.033,
DE,06/15/06,0.038,
DE,07/15/06,0.036,
DE,08/15/06,0.036,
DE,09/15/06,0.034,
DE,10/15/06,0.033,
DE,11/15/06,0.029,
DE,12/15/06,0.029,
DE,01/15/07,0.039,-0.000802198
DE,02/15/07,0.039,-0.000395604
DE,03/15/07,0.037,-6.59E-05
DE,04/15/07,0.034,4.40E-05
DE,05/15/07,0.03,-0.000104396
DE,06/15/07,0.036,-0.000104396
DE,07/15/07,0.034,5.49E-06
DE,08/15/07,0.032,-5.49E-06
DE,09/15/07,0.032,5.49E-06
DE,10/15/07,0.034,2.75E-05
DE,11/15/07,0.032,-5.49E-05
DE,12/15/07,0.034,-0.00021978
DE,01/15/08,0.044,-8.24E-05
DE,02/15/08,0.044,0.000357143
DE,03/15/08,0.042,0.000703297
DE,04/15/08,0.04,0.00089011
DE,05/15/08,0.04,0.000945055
DE,06/15/08,0.048,0.001076923
DE,07/15/08,0.049,0.001373626
DE,08/15/08,0.052,0.001620879
DE,09/15/08,0.054,0.001758242
DE,10/15/08,0.058,0.001906593
DE,11/15/08,0.059,0.002021978
DE,12/15/08,0.063,0.002054945
DE,01/15/09,0.078,0.002489011
DE,02/15/09,0.082,0.003197802
DE,03/15/09,0.082,0.003697802
DE,04/15/09,0.081,0.003879121
DE,05/15/09,0.08,0.003736264
DE,06/15/09,0.086,0.003571429
DE,07/15/09,0.084,0.003395604
DE,08/15/09,0.084,0.00306044
DE,09/15/09,0.084,0.002648352
DE,10/15/09,0.084,0.002137363
DE,11/15/09,0.083,0.001582418
DE,12/15/09,0.084,0.000961538
DE,01/15/10,0.093,0.000653846
DE,02/15/10,0.094,0.000791209
DE,03/15/10,0.09,0.000862637
DE,04/15/10,0.085,0.000725275
DE,05/15/10,0.081,0.000401099
DE,06/15/10,0.086,0.000203297
DE,07/15/10,0.084,0.000137363
DE,08/15/10,0.083,-2.75E-05
DE,09/15/10,0.081,-0.000252747
DE,10/15/10,0.08,-0.000494505
DE,11/15/10,0.077,-0.000813187
DE,12/15/10,0.076,-0.001164835
DE,01/15/11,0.085,-0.001142857
DE,02/15/11,0.083,-0.000846154
DE,03/15/11,0.079,-0.000587912
DE,04/15/11,0.075,-0.000532967
DE,05/15/11,0.071,-0.00071978
DE,06/15/11,0.077,-0.000785714
DE,07/15/11,0.076,-0.00067033
DE,08/15/11,0.075,-0.00060989
DE,09/15/11,0.073,-0.000604396
DE,10/15/11,0.072,-0.000653846
DE,11/15/11,0.067,-0.000857143
DE,12/15/11,0.067,-0.001104396
DE,01/15/12,0.076,-0.001038462
DE,02/15/12,0.076,-0.000626374
DE,03/15/12,0.073,-0.000340659
DE,04/15/12,0.071,-0.00021978
DE,05/15/12,0.068,-0.000307692
DE,06/15/12,0.074,-0.000313187
DE,07/15/12,0.074,-0.000104396
DE,08/15/12,0.074,8.24E-05
DE,09/15/12,0.072,0.000175824
DE,10/15/12,0.071,0.000175824
DE,11/15/12,0.067,1.65E-05
DE,12/15/12,0.068,-0.000274725
DE,01/15/13,0.078,-0.000241758
DE,02/15/13,0.077,4.40E-05
DE,03/15/13,0.073,0.000192308
DE,04/15/13,0.07,0.000142857
DE,05/15/13,0.066,-9.89E-05
DE,06/15/13,0.071,-0.000263736
DE,07/15/13,0.068,-0.000313187
DE,08/15/13,0.066,-0.000395604
DE,09/15/13,0.063,-0.000532967
DE,10/15/13,0.061,-0.000752747
DE,11/15/13,0.057,-0.001082418
DE,12/15/13,0.057,-0.001489011
DE,01/15/14,0.066,-0.001505495
DE,02/15/14,0.065,-0.001159341
DE,03/15/14,0.062,-0.000879121
DE,04/15/14,0.058,-0.000802198
DE,05/15/14,0.056,-0.000824176
DE,06/15/14,0.061,-0.000758242
DE,07/15/14,0.059,-0.000538462
DE,08/15/14,0.058,-0.000401099
DE,09/15/14,0.055,-0.000384615
DE,10/15/14,0.052,-0.000521978
DE,11/15/14,0.047,-0.000840659
DE,12/15/14,0.046,-0.001269231
DE,01/15/15,0.055,-0.001340659
DE,02/15/15,0.053,-0.001120879
DE,03/15/15,0.051,-0.000934066
DE,04/15/15,0.048,-0.000884615
DE,05/15/15,0.046,-0.000978022
DE,06/15/15,0.052,-0.000884615
DE,07/15/15,0.05,-0.000642857
DE,08/15/15,0.05,-0.000417582
DE,09/15/15,0.048,-0.000247253
DE,10/15/15,0.047,-0.00017033
DE,11/15/15,0.043,-0.000296703
DE,12/15/15,0.043,-0.000565934
DE,01/15/16,0.051,-0.000587912
DE,02/15/16,0.048,-0.00039011
DE,03/15/16,0.044,-0.000362637
DE,04/15/16,0.04,-0.000494505
DE,05/15/16,0.039,-0.000714286
DE,06/15/16,0.047,-0.000697802
DC,01/15/06,0.059,
DC,02/15/06,0.059,
DC,03/15/06,0.057,
DC,04/15/06,0.052,
DC,05/15/06,0.056,
DC,06/15/06,0.062,
DC,07/15/06,0.061,
DC,08/15/06,0.059,
DC,09/15/06,0.06,
DC,10/15/06,0.058,
DC,11/15/06,0.057,
DC,12/15/06,0.055,
DC,01/15/07,0.059,1.65E-05
DC,02/15/07,0.057,2.20E-05
DC,03/15/07,0.054,-6.04E-05
DC,04/15/07,0.048,-0.00039011
DC,05/15/07,0.051,-0.000763736
DC,06/15/07,0.058,-0.000747253
DC,07/15/07,0.057,-0.000543956
DC,08/15/07,0.055,-0.000417582
DC,09/15/07,0.057,-0.000269231
DC,10/15/07,0.056,-0.000104396
DC,11/15/07,0.056,5.49E-06
DC,12/15/07,0.055,5.49E-05
DC,01/15/08,0.061,0.000236264
DC,02/15/08,0.059,0.000472527
DC,03/15/08,0.058,0.000598901
DC,04/15/08,0.052,0.000406593
DC,05/15/08,0.058,0.000192308
DC,06/15/08,0.065,0.000269231
DC,07/15/08,0.066,0.000571429
DC,08/15/08,0.065,0.000758242
DC,09/15/08,0.068,0.000923077
DC,10/15/08,0.071,0.001192308
DC,11/15/08,0.075,0.001478022
DC,12/15/08,0.077,0.001725275
DC,01/15/09,0.083,0.002016484
DC,02/15/09,0.085,0.002450549
DC,03/15/09,0.085,0.002675824
DC,04/15/09,0.082,0.002620879
DC,05/15/09,0.088,0.002401099
DC,06/15/09,0.096,0.002478022
DC,07/15/09,0.096,0.002615385
DC,08/15/09,0.098,0.002686813
DC,09/15/09,0.101,0.002642857
DC,10/15/09,0.101,0.002516484
DC,11/15/09,0.1,0.002291209
DC,12/15/09,0.098,0.001994505
DC,01/15/10,0.102,0.00178022
DC,02/15/10,0.099,0.00156044
DC,03/15/10,0.095,0.001197802
DC,04/15/10,0.087,0.000516484
DC,05/15/10,0.089,-0.000225275
DC,06/15/10,0.095,-0.000576923
DC,07/15/10,0.094,-0.000692308
DC,08/15/10,0.094,-0.000796703
DC,09/15/10,0.094,-0.000813187
DC,10/15/10,0.094,-0.000692308
DC,11/15/10,0.094,-0.000532967
DC,12/15/10,0.093,-0.000406593
DC,01/15/11,0.099,-0.000120879
DC,02/15/11,0.1,0.000346154
DC,03/15/11,0.1,0.000708791
DC,04/15/11,0.096,0.00078022
DC,05/15/11,0.101,0.000703297
DC,06/15/11,0.109,0.00089011
DC,07/15/11,0.107,0.001131868
DC,08/15/11,0.105,0.001203297
DC,09/15/11,0.104,0.001181319
DC,10/15/11,0.101,0.001005495
DC,11/15/11,0.1,0.000758242
DC,12/15/11,0.097,0.000379121
DC,01/15/12,0.101,7.69E-05
DC,02/15/12,0.098,-0.000137363
DC,03/15/12,0.094,-0.00043956
DC,04/15/12,0.086,-0.000972527
DC,05/15/12,0.087,-0.001549451
DC,06/15/12,0.092,-0.00171978
DC,07/15/12,0.09,-0.001598901
DC,08/15/12,0.089,-0.001483516
DC,09/15/12,0.089,-0.001346154
DC,10/15/12,0.087,-0.001225275
DC,11/15/12,0.087,-0.001126374
DC,12/15/12,0.086,-0.001021978
DC,01/15/13,0.091,-0.000791209
DC,02/15/13,0.089,-0.00043956
DC,03/15/13,0.086,-0.000236264
DC,04/15/13,0.081,-0.000285714
DC,05/15/13,0.083,-0.000505495
DC,06/15/13,0.089,-0.000472527
DC,07/15/13,0.088,-0.000291209
DC,08/15/13,0.086,-0.000230769
DC,09/15/13,0.086,-0.000186813
DC,10/15/13,0.086,-0.000126374
DC,11/15/13,0.08,-0.000324176
DC,12/15/13,0.076,-0.000615385
DC,01/15/14,0.081,-0.00071978
DC,02/15/14,0.081,-0.000604396
DC,03/15/14,0.078,-0.00060989
DC,04/15/14,0.072,-0.000868132
DC,05/15/14,0.073,-0.001208791
DC,06/15/14,0.079,-0.001230769
DC,07/15/14,0.081,-0.000934066
DC,08/15/14,0.081,-0.000631868
DC,09/15/14,0.079,-0.000434066
DC,10/15/14,0.077,-0.000263736
DC,11/15/14,0.076,-7.69E-05
DC,12/15/14,0.073,-0.000164835
DC,01/15/15,0.078,-0.000203297
DC,02/15/15,0.076,-0.000126374
DC,03/15/15,0.071,-0.000186813
DC,04/15/15,0.065,-0.000505495
DC,05/15/15,0.066,-0.000950549
DC,06/15/15,0.071,-0.001159341
DC,07/15/15,0.071,-0.001126374
DC,08/15/15,0.069,-0.001038462
DC,09/15/15,0.068,-0.000917582
DC,10/15/15,0.067,-0.000835165
DC,11/15/15,0.066,-0.000796703
DC,12/15/15,0.063,-0.000835165
DC,01/15/16,0.066,-0.000818681
DC,02/15/16,0.069,-0.000472527
DC,03/15/16,0.063,-0.000351648
DC,04/15/16,0.055,-0.000615385
DC,05/15/16,0.052,-0.001120879
DC,06/15/16,0.061,-0.00121978
FL,01/15/06,0.031,
FL,02/15/06,0.031,
FL,03/15/06,0.029,
FL,04/15/06,0.028,
FL,05/15/06,0.03,
FL,06/15/06,0.034,
FL,07/15/06,0.036,
FL,08/15/06,0.036,
FL,09/15/06,0.035,
FL,10/15/06,0.032,
FL,11/15/06,0.033,
FL,12/15/06,0.032,
FL,01/15/07,0.036,0.000412088
FL,02/15/07,0.034,0.000401099
FL,03/15/07,0.033,0.000340659
FL,04/15/07,0.033,0.000192308
FL,05/15/07,0.035,4.95E-05
FL,06/15/07,0.041,0.000142857
FL,07/15/07,0.044,0.000428571
FL,08/15/07,0.045,0.000769231
FL,09/15/07,0.045,0.00106044
FL,10/15/07,0.044,0.001230769
FL,11/15/07,0.044,0.001236264
FL,12/15/07,0.047,0.001313187
FL,01/15/08,0.05,0.001373626
FL,02/15/08,0.048,0.001423077
FL,03/15/08,0.05,0.001395604
FL,04/15/08,0.048,0.001175824
FL,05/15/08,0.055,0.001104396
FL,06/15/08,0.062,0.00121978
FL,07/15/08,0.068,0.001615385
FL,08/15/08,0.072,0.00210989
FL,09/15/08,0.071,0.002456044
FL,10/15/08,0.073,0.002725275
FL,11/15/08,0.076,0.002901099
FL,12/15/08,0.081,0.003065934
FL,01/15/09,0.09,0.00343956
FL,02/15/09,0.095,0.003857143
FL,03/15/09,0.097,0.004016484
FL,04/15/09,0.095,0.003917582
FL,05/15/09,0.101,0.003692308
FL,06/15/09,0.108,0.003675824
FL,07/15/09,0.11,0.003703297
FL,08/15/09,0.111,0.003730769
FL,09/15/09,0.111,0.003675824
FL,10/15/09,0.111,0.003368132
FL,11/15/09,0.109,0.002851648
FL,12/15/09,0.111,0.002318681
FL,01/15/10,0.115,0.001917582
FL,02/15/10,0.112,0.001576923
FL,03/15/10,0.11,0.001241758
FL,04/15/10,0.106,0.000769231
FL,05/15/10,0.105,0.000137363
FL,06/15/10,0.11,-0.000153846
FL,07/15/10,0.114,-9.34E-05
FL,08/15/10,0.115,4.40E-05
FL,09/15/10,0.111,6.04E-05
FL,10/15/10,0.109,1.10E-05
FL,11/15/10,0.111,3.85E-05
FL,12/15/10,0.107,-0.000142857
FL,01/15/11,0.108,-0.000203297
FL,02/15/11,0.104,-0.000225275
FL,03/15/11,0.101,-0.000401099
FL,04/15/11,0.097,-0.000725275
FL,05/15/11,0.099,-0.001065934
FL,06/15/11,0.105,-0.001208791
FL,07/15/11,0.107,-0.001093407
FL,08/15/11,0.103,-0.00093956
FL,09/15/11,0.099,-0.000818681
FL,10/15/11,0.095,-0.000895604
FL,11/15/11,0.091,-0.001093407
FL,12/15/11,0.09,-0.001148352
FL,01/15/12,0.09,-0.001241758
FL,02/15/12,0.088,-0.001269231
FL,03/15/12,0.085,-0.00143956
FL,04/15/12,0.081,-0.001752747
FL,05/15/12,0.084,-0.002010989
FL,06/15/12,0.09,-0.001923077
FL,07/15/12,0.092,-0.001489011
FL,08/15/12,0.09,-0.000972527
FL,09/15/12,0.083,-0.000747253
FL,10/15/12,0.081,-0.000631868
FL,11/15/12,0.078,-0.00067033
FL,12/15/12,0.079,-0.000736264
FL,01/15/13,0.083,-0.000642857
FL,02/15/13,0.077,-0.000708791
FL,03/15/13,0.073,-0.000912088
FL,04/15/13,0.07,-0.001247253
FL,05/15/13,0.072,-0.001587912
FL,06/15/13,0.077,-0.001598901
FL,07/15/13,0.077,-0.001340659
FL,08/15/13,0.076,-0.000967033
FL,09/15/13,0.072,-0.000714286
FL,10/15/13,0.07,-0.000697802
FL,11/15/13,0.066,-0.000818681
FL,12/15/13,0.063,-0.001071429
FL,01/15/14,0.066,-0.001104396
FL,02/15/14,0.066,-0.000912088
FL,03/15/14,0.066,-0.000857143
FL,04/15/14,0.06,-0.001093407
FL,05/15/14,0.063,-0.001274725
FL,06/15/14,0.064,-0.001307692
FL,07/15/14,0.068,-0.000972527
FL,08/15/14,0.068,-0.000587912
FL,09/15/14,0.063,-0.000357143
FL,10/15/14,0.06,-0.000307692
FL,11/15/14,0.059,-0.000302198
FL,12/15/14,0.056,-0.000489011
FL,01/15/15,0.059,-0.000637363
FL,02/15/15,0.056,-0.000747253
FL,03/15/15,0.054,-0.000868132
FL,04/15/15,0.052,-0.000989011
FL,05/15/15,0.055,-0.001164835
FL,06/15/15,0.056,-0.001164835
FL,07/15/15,0.058,-0.001021978
FL,08/15/15,0.056,-0.000758242
FL,09/15/15,0.053,-0.000527473
FL,10/15/15,0.051,-0.000472527
FL,11/15/15,0.05,-0.0005
FL,12/15/15,0.048,-0.000576923
FL,01/15/16,0.051,-0.00060989
FL,02/15/16,0.047,-0.000631868
FL,03/15/16,0.047,-0.000703297
FL,04/15/16,0.045,-0.000868132
FL,05/15/16,0.044,-0.001093407
FL,06/15/16,0.049,-0.000994505
GA,01/15/06,0.049,
GA,02/15/06,0.049,
GA,03/15/06,0.045,
GA,04/15/06,0.045,
GA,05/15/06,0.047,
GA,06/15/06,0.051,
GA,07/15/06,0.052,
GA,08/15/06,0.049,
GA,09/15/06,0.046,
GA,10/15/06,0.045,
GA,11/15/06,0.044,
GA,12/15/06,0.043,
GA,01/15/07,0.045,-0.000340659
GA,02/15/07,0.043,-0.00039011
GA,03/15/07,0.04,-0.000505495
GA,04/15/07,0.041,-0.000692308
GA,05/15/07,0.041,-0.000857143
GA,06/15/07,0.047,-0.000725275
GA,07/15/07,0.05,-0.000340659
GA,08/15/07,0.046,-4.40E-05
GA,09/15/07,0.047,0.000203297
GA,10/15/07,0.047,0.000346154
GA,11/15/07,0.046,0.000412088
GA,12/15/07,0.05,0.000565934
GA,01/15/08,0.053,0.000747253
GA,02/15/08,0.053,0.000950549
GA,03/15/08,0.052,0.001
GA,04/15/08,0.05,0.000818681
GA,05/15/08,0.056,0.000818681
GA,06/15/08,0.061,0.000901099
GA,07/15/08,0.065,0.001236264
GA,08/15/08,0.066,0.001620879
GA,09/15/08,0.067,0.001796703
GA,10/15/08,0.072,0.00206044
GA,11/15/08,0.073,0.00221978
GA,12/15/08,0.081,0.002461538
GA,01/15/09,0.09,0.002961538
GA,02/15/09,0.095,0.003521978
GA,03/15/09,0.094,0.003818681
GA,04/15/09,0.09,0.00371978
GA,05/15/09,0.095,0.0035
GA,06/15/09,0.105,0.003593407
GA,07/15/09,0.105,0.00360989
GA,08/15/09,0.103,0.003472527
GA,09/15/09,0.103,0.003164835
GA,10/15/09,0.105,0.002758242
GA,11/15/09,0.102,0.002236264
GA,12/15/09,0.104,0.001653846
GA,01/15/10,0.109,0.001373626
GA,02/15/10,0.109,0.001285714
GA,03/15/10,0.104,0.001120879
GA,04/15/10,0.099,0.000703297
GA,05/15/10,0.101,0.00017033
GA,06/15/10,0.106,-6.59E-05
GA,07/15/10,0.107,5.49E-05
GA,08/15/10,0.108,0.000197802
GA,09/15/10,0.105,0.000148352
GA,10/15/10,0.105,8.79E-05
GA,11/15/10,0.107,0.000159341
GA,12/15/10,0.106,7.14E-05
GA,01/15/11,0.108,0.000104396
GA,02/15/11,0.104,0.000175824
GA,03/15/11,0.1,0.000142857
GA,04/15/11,0.097,-0.000131868
GA,05/15/11,0.1,-0.000461538
GA,06/15/11,0.108,-0.000456044
GA,07/15/11,0.107,-0.00032967
GA,08/15/11,0.106,-0.000203297
GA,09/15/11,0.104,-9.89E-05
GA,10/15/11,0.101,-0.000186813
GA,11/15/11,0.095,-0.000450549
GA,12/15/11,0.097,-0.000516484
GA,01/15/12,0.098,-0.000532967
GA,02/15/12,0.097,-0.000461538
GA,03/15/12,0.093,-0.000615385
GA,04/15/12,0.089,-0.000994505
GA,05/15/12,0.09,-0.001395604
GA,06/15/12,0.097,-0.001412088
GA,07/15/12,0.098,-0.001071429
GA,08/15/12,0.093,-0.000879121
GA,09/15/12,0.087,-0.000846154
GA,10/15/12,0.088,-0.000752747
GA,11/15/12,0.083,-0.000851648
GA,12/15/12,0.087,-0.000950549
GA,01/15/13,0.091,-0.000796703
GA,02/15/13,0.086,-0.000736264
GA,03/15/13,0.082,-0.00078022
GA,04/15/13,0.079,-0.000994505
GA,05/15/13,0.082,-0.001186813
GA,06/15/13,0.089,-0.001071429
GA,07/15/13,0.088,-0.000714286
GA,08/15/13,0.082,-0.000467033
GA,09/15/13,0.079,-0.000423077
GA,10/15/13,0.08,-0.0005
GA,11/15/13,0.073,-0.000730769
GA,12/15/13,0.073,-0.001071429
GA,01/15/14,0.074,-0.00117033
GA,02/15/14,0.075,-0.001010989
GA,03/15/14,0.073,-0.001021978
GA,04/15/14,0.067,-0.001313187
GA,05/15/14,0.072,-0.001472527
GA,06/15/14,0.076,-0.001346154
GA,07/15/14,0.08,-0.000785714
GA,08/15/14,0.076,-0.000346154
GA,09/15/14,0.069,-0.000302198
GA,10/15/14,0.066,-0.000401099
GA,11/15/14,0.063,-0.000489011
GA,12/15/14,0.061,-0.000818681
GA,01/15/15,0.065,-0.000950549
GA,02/15/15,0.063,-0.001065934
GA,03/15/15,0.059,-0.001214286
GA,04/15/15,0.057,-0.001417582
GA,05/15/15,0.061,-0.001631868
GA,06/15/15,0.063,-0.001554945
GA,07/15/15,0.063,-0.001274725
GA,08/15/15,0.059,-0.000901099
GA,09/15/15,0.056,-0.000664835
GA,10/15/15,0.056,-0.000587912
GA,11/15/15,0.052,-0.000686813
GA,12/15/15,0.051,-0.000857143
GA,01/15/16,0.054,-0.00093956
GA,02/15/16,0.056,-0.000763736
GA,03/15/16,0.054,-0.000681319
GA,04/15/16,0.05,-0.000835165
GA,05/15/16,0.047,-0.001115385
GA,06/15/16,0.055,-0.000923077
HI,01/15/06,0.026,
HI,02/15/06,0.025,
HI,03/15/06,0.028,
HI,04/15/06,0.027,
HI,05/15/06,0.027,
HI,06/15/06,0.034,
HI,07/15/06,0.029,
HI,08/15/06,0.025,
HI,09/15/06,0.026,
HI,10/15/06,0.023,
HI,11/15/06,0.024,
HI,12/15/06,0.019,
HI,01/15/07,0.025,-0.000412088
HI,02/15/07,0.024,-0.000478022
HI,03/15/07,0.026,-0.000505495
HI,04/15/07,0.025,-0.000456044
HI,05/15/07,0.025,-0.000428571
HI,06/15/07,0.033,-0.000126374
HI,07/15/07,0.029,0.00028022
HI,08/15/07,0.028,0.000489011
HI,09/15/07,0.031,0.000648352
HI,10/15/07,0.029,0.000747253
HI,11/15/07,0.031,0.00078022
HI,12/15/07,0.029,0.000741758
HI,01/15/08,0.032,0.000582418
HI,02/15/08,0.031,0.000549451
HI,03/15/08,0.032,0.000478022
HI,04/15/08,0.035,0.000538462
HI,05/15/08,0.037,0.000576923
HI,06/15/08,0.047,0.000879121
HI,07/15/08,0.044,0.001269231
HI,08/15/08,0.045,0.001478022
HI,09/15/08,0.051,0.001758242
HI,10/15/08,0.051,0.002027473
HI,11/15/08,0.056,0.002274725
HI,12/15/08,0.056,0.002450549
HI,01/15/09,0.064,0.002675824
HI,02/15/09,0.067,0.002923077
HI,03/15/09,0.07,0.003038462
HI,04/15/09,0.071,0.003010989
HI,05/15/09,0.072,0.002917582
HI,06/15/09,0.079,0.002928571
HI,07/15/09,0.074,0.002928571
HI,08/15/09,0.073,0.002631868
HI,09/15/09,0.076,0.002313187
HI,10/15/09,0.072,0.001923077
HI,11/15/09,0.072,0.001417582
HI,12/15/09,0.068,0.000857143
HI,01/15/10,0.072,0.000362637
HI,02/15/10,0.069,-1.10E-05
HI,03/15/10,0.069,-0.000296703
HI,04/15/10,0.067,-0.000543956
HI,05/15/10,0.067,-0.000736264
HI,06/15/10,0.075,-0.000604396
HI,07/15/10,0.071,-0.000351648
HI,08/15/10,0.07,-0.00028022
HI,09/15/10,0.071,-0.000192308
HI,10/15/10,0.069,-4.40E-05
HI,11/15/10,0.069,-1.10E-05
HI,12/15/10,0.064,-0.000126374
HI,01/15/11,0.069,-0.000186813
HI,02/15/11,0.067,-0.000164835
HI,03/15/11,0.066,-0.000263736
HI,04/15/11,0.065,-0.000379121
HI,05/15/11,0.067,-0.000483516
HI,06/15/11,0.074,-0.000357143
